title,certificate_type,rating,difficulty_level,no_students,content_duration,subject,About,description
"Design Thinking: Ideation, Iteration and Communication",COURSE,4.7,Intermediate,1448.0,2.0,Entrepreneurship & Strategy,Learn how ideas transform into solutions through iteration and validation along with best practices for communicating your solution to stakeholders.,"Designing a successful and innovative solution requires creative ideas and their iteration. As critical phases of the design thinking process, ideation and iteration are often what distinguish design thinking from traditional or linear problem-solving approaches. This course, part of the Design Thinking MicroMasters program, will explain and provide context and instruction on essential ideation techniques such as:After ideation, the solution(s) that best address the original problem are chosen to present. This course will discuss best practices for selecting solutions and common pitfalls to avoid when communicating solutions to a client. Business & Management"
Negotiation Strategies and Styles,COURSE,4.7,Intermediate,68000.0,2.0,Software Engineering,It describes the different negotiation strategies based on expected results and their impact on the relationship between the parties involved.,"The dilemma of the negotiator is a phenomenon that is derived from the tension that arises when, in the light of a specific situation, the optimum negotiation strategy must be discerned. The term was made popular by Professors David Lax and James Sebenius, of the Harvard Business School, to exemplify the dilemma between cooperating and competing in a negotiation.In this course, we first analyze the structure of the Dual Matrix that brings forth the five negotiation strategies, identifying the strengths and weaknesses of each, and the situations in which they work out best.We study the behaviours that lead to each strategy in order to reflect about our negotiation profile, which has historically driven us to use a preferential strategy, but which is not necessarily yielding the results expected.The participant will develop competences for strategic decision making, which will enable him to achieve the greatest benefit from a negotiation, in terms of creation of value and satisfaction between the parties involved.Identify negotiation styles based on the results and relationships in a negotiation.Analyze the most effective strategic options in different negotiation contexts.Solve complex problems that meet the interests and objectives of the parties involved. Business & Management"
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",COURSE,4.7,Intermediate,33000.0,2.0,Other,"Learn about the dynamic business of food and agriculture, exploring value chain thinking and the role consumers play in our rapidly evolving food systems.","Agribusiness is at the core of most economies around the world. The business of feeding peopleremains both complex and extremely important. According to the World Bank, food and agribusiness is a US $5 trillion industry that represents 10 percent of global consumer spending. In a global food system impacted by growing populations, economic growth, globalization, climate challenges, disruptive technologies, and evolving consumer demands, we must find smarter ways to produce food and to operate food businesses. Guided bythe team at The Centre for Global Food and Resources, this course will introduce the concepts at the heart of agribusiness; including value chain thinking, the dynamics of markets, and the changing nature of consumer behavior. You will learn what it is that sets agribusiness apart from other business sectors and the difference between supply chain and value chain thinking. You will gain an understanding of food markets and the distinctive factors that influence them. There will be a focus on the role that consumers play in the value chain - why they make the food choices they do and what changing food demand means for agribusiness. This course will showcase Australian agribusinesses, providing genuine insights into the concepts discussed. In an increasingly complex sector, this course will help you think differently about the challenges and the opportunities that lie ahead for agribusiness. Business & Management"
Unlocking Information Security: Part II,COURSE,4.55,Intermediate,38500.0,2.0,Cybersecurity,Continue learning how systems are hacked and defended.,"Information Security is everywhere: as the world becomes more and more digitized, so it becomes more and more hackable. Cyber attacks, data breaches, and even cyber warfare are all very real - so it's infinitely important to understand how hackers think and act, and how you can fight back.In this course, which is the second part of the Unlocking Information Security program, you will turn your attention to the Internet: you'll start by learning about the inherent vulnerabilities lurking in the multiple layers of the Internet's protocol stack and then meet the first line of internet defenses. Next, you'll take an in-depth look at the modern cryptographic concepts that are at the core of internet security and discover the mathematical miracle that makes them possible.With all this in mind, you will take a deep survey of the world wide web; understand the various technologies behind websites, how web servers and web browsers interact, how they can be attacked, and how they should be defended. Finally, you will learn about viruses, worms and trojans: what they are, how they spread, hide and attack, and the arms-race between them and the anti-virus industry.This course was produced at Tel Aviv University by TAU Online - learning innovation center. Computer Science"
Human Rights Defenders,COURSE,4.7,Beginner,49000.0,2.0,Web Development,"Human rights defenders have the courage to stand up against injustice. Learn about their stories, struggles and successes. Explore how defenders mitigate risk, take action to defend human rights, and how you can use your voice to join the fight, too.","Human rights defenders are people who have the courage to stand up against injustice. In this online course, you will follow their stories, learn how they mitigate risks and explore the creative ways they use to speak up. You will find out what drives them to take action, witness what defenders can achieve and discover how you can use your voice to defend your rights and those of others. Together we'll explore: You will be challenged to take part in discussions with other course participants, reflect on human rights issues you care about, and create a practical toolkit that serves as a personal guide to defending human rights. This is Amnesty International's third Massive Open Online Course. Be prepared for active learning, connecting with course participants from across the world and to become part of a global community dedicated to taking action to defend human rights everywhere. This course is also available in Spanish, French, and Arabic. Social Sciences"
Product Design: The Delft Design Approach,COURSE,4.7,Intermediate,33000.0,2.0,Other,Learn to design meaningful products and services in this Beginner design course.,"Do you want to learn how to design? Using the Delft Design Approach, you will learn how to use a number of key design methods to create meaningful products and services.This course is an introduction to the Delft Design Approach offering a model and a set of signature methods from Delft to teach you how to get from understanding the user in context to defining a meaningful design challenge and - in the end - deliver a great design! The course challenges you to experience the design process yourself and reflect on your work with the help of students and excellent teaching staff from Delft, and industrial experts.No previous knowledge of design methods is required, yet some experience with designing (something) is helpful. This course has been awarded with the 2015 Open Education Award for Excellence in the category 'Open MOOC' by the Open Education Consortium. Business & Management"
Circuits and Electronics 3: Applications,COURSE,4.7,Intermediate,35500.0,2.0,Web Development,"Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.","Want to learn how your radio works? Wondering how to implement filters using resistors, inductors, and capacitors? Wondering what are some other applications of RLC and CMOS circuits? This free circuits course, taught by edX CEO and MIT Professor Anant Agarwal and MIT colleagues, is for you. The third and final online Circuits and Electronics courses is taken by all MIT Electrical Engineering and Computer Science (EECS) majors. Topics covered include: dynamics of capacitor, inductor and resistor networks; design in the time and frequency domains; op-amps, and analog and digital circuits and applications. Design and lab exercises are also significant components of the course. Weekly coursework includes interactive video sequences, readings from the textbook, homework, online laboratories, and optional tutorials. The course will also have a final exam. This is a self-paced course, so there are no weekly deadlines. However, all assignments are due when the course ends. Electronics"
Vaccines: from smallpox to technologies of the future,COURSE,4.7,Intermediate,33000.0,2.0,Other,"Gain insights in the past, present and future of global immunization.","Do you want to broaden your knowledge on vaccinology or get a first well-balanced introduction to different aspects of the vaccine field? Then tune in for this MOOC!Do you know vaccines have proven to be one of the most powerful and effective ways of reducing morbidity and mortality and even eradicating diseases? Within this MOOC, we will elaborate on the burden of some infectious diseases. Besides the history of vaccines and the impact on mankind, a module will be dedicated to vaccine immunology.You will learn more about the different stages in vaccine development and the (sometimes) troublesome path to reach those most in need. Big steps forward have been made, but there are still challenges to tackle, including the recent vaccine hesitancy leading to a worrisome reduction in vaccination rates.A novel vaccine platform technology, named PLLAV (i.e. plasmid-launched live-attenuated viral vaccine) will be highlighted as well.This MOOC is aimed at all stakeholders in the vaccine field like students, parents, scientists, NGOs, politicians and many more. Medicine"
Circular Economy for a Sustainable Built Environment,COURSE,4.7,Intermediate,12000.0,2.0,Embedded Systems & IoT,Learn how the principles of the Circular Economy can be applied to the built environment ranging from products and buildings to metropolitan and regional development strategies.,"Building construction is one of the most waste producing sectors. In the European Union, construction alone accounts for approximately 30% of the raw material input. In addition, the different life-cycle stages of buildings, from construction to end-of-life, cause a significant environmental impact related to energy consumption, waste generation and direct and indirect greenhouse gas emissions. The Circular Economy model offers guidelines and principles for promoting more sustainable building construction and reducing the impact on our environment. If you are interested in taking your first steps in transitioning to a more sustainable manner of construction, then this course is for you! In this course you will become familiar with circularity as a systemic, multi-disciplinary approach, concerned with the different scale, from material to product, building, city, and region. Some aspects of circularity that will be included in this course are maximizing reuse and recycle levels by closing the material loops. You will also learn how the Circular Economy can help to realign business incentives in supply chains, and how consumers can be engaged and contribute to the transition through new business models enabling circular design, reuse, repair, remanufacturing and recycling of building components. In addition, you will learn how architecture and urban design can be adapted according to the principles of the Circular Economy and ensure that construction is more sustainable. You will also learn from case studies how companies already profitably incorporate this new theory into the design, construction and operation of the built environment.At the end of the course you will be able to:  Architecture"
Agile Innovation and Problem Solving Skills,COURSE,4.7,Advanced,1448.0,2.0,Embedded Systems & IoT,Learn how to deliver greater value through Agile solution targeting and theory of constraints that unleash your team's innovative potential.,"Version 2 of this course series delivers beyond the original agile certification. It includes updated content, better audit and verified learner experiences, and bonus videos on key topics.The follow-on to this course series on “Advanced Scrum” is expected by the end of Summer 2020. ****Innovative products and services change lives, and having the right innovative process creates an competitive advantage. Ultimately, innovation is about one thing: problem solving. ****As an agile problem solver, you'll need to expand your critical thinking skills to address the key sources of risk in developing best solutions for your new products and business lines. The Problem-solving techniques covered begin with problem definition, beginning with job descriptions and applying the right soft skills to enhance requirements gathering. This ensures you're targeting a good problem to solve, and that you understand the business model. The course then moves on to practices such as ""brainstorm and storm drain"" to target new creative solutions. You will learn how innovation works on fast feedback cycles to test possible solutions and target root causes of defects. Creative thinking isn't a straight line, and neither should the problem-solving process be a straight line. Each course of action needs early and frequent testing. ****Key lessons taught in this course are:By following best practices of Agile, including timeboxes, constraint-based thinking processes, and empathetic problem solving, you'll learn how to provide a sustainable innovation environment for your teams.While this course will not make you an agile certified practitioner (PMI-ACP), or certified scrum master (CSM), it offers a more fundamental agile certification based on agile principles and how agile innovation is accomplished in industry today. You'll finish this course more than ready to continue your agile journey, which we hope takes you to the next course in the series on “Agile Leadership Principles and Practices.”Upon successful completion of this course, learners can earn 10 Professional Development Unit (PDU) credits, which are recognized by the Project Management Institute (PMI). PDU credits are essential to those looking to maintain certification as a Project Management Professional (PMP). ****Upon successful completion of this course, learners can earn 10 Professional Development Unit (PDU) credits, which are recognized by the Project Management Institute (PMI). PDU credits are essential to those looking to maintain certification as a Project Management Professional (PMP). Engineering"
International Investment Law,COURSE,4.7,Advanced,29000.0,2.0,Finance & Accounting,Learn the features and dynamics of an important field of international law that grants rights to foreign investors to foster States’ development.,"Are you aware of the controversial situations facing States and foreign investors nowadays in relation to, for instance, the protection of public health and the environment? Do you recall recent cases such as Philip Morris v Uruguay and Vattenfall v Germany?In the aftermath of these high profile cases and in the context of the negotiation of new international investment agreements, like the CETA and the TPP, local populations, policy-makers and NGOs have come to realize the societal importance of international investment law. Passionate and sometimes ill-informed discussions have resulted from this realisation. They have focused on the features of international investment law, which has traditionally granted rights to foreign investors to foster States’ economic development. Central to these discussions are the issues of:Learning and understanding the features and dynamics of international investment law is key not only for international lawyers and policy-makers, but it is also important knowledge for all well-informed citizens.In this law course, you will:At the end of this course, you’ll be able to: Law"
Animation and CGI Motion,COURSE,4.7,Advanced,1448.0,2.0,Graphic Design,Learn the science behind movie animation from the Director of Columbia’s Computer Graphics Group.,"How do you create realistic animations? How do you predict the motion of materials? It’s key to the success of animated films to ensure (was insure) audiences believe in characters.This course will show you how to create lifelike animations focusing on the technical aspects of CGI animation and also give you a glimpse into how studios approach the art of physically-based animation.You will learn the fundamental concepts of physical simulation, including:These concepts will be put into practice in the programming assignments spanning: Computer Science"
Terrorism and Counterterrorism,COURSE,4.7,Beginner,36000.0,2.0,Other,"What is the danger of terrorism, and how can the world respond effectively?","Terrorism has gone from a persistent yet marginal security concern to one of the most important security problems of our day. There are few countries that do not suffer from some form of terrorism. Though many attempts at terrorism fail, some groups wage lengthy and bloody campaigns and, in exceptional cases, kill hundreds or even thousands in pursuit of their ends.This course on terrorism will explore the nuances involved in defining terrorism; the nature of Al Qaeda, Hamas, the Islamic State, and other important groups; the effectiveness of different counterterrorism tools; terrorist recruiting, counterterrorism and the rule of law; the political context in South Asia and the Middle East; and the terrorist use of technology.For those interested in an abbreviated version of this course, the 3-section course Terrorism and Counterterrorism: An Introduction is available here. Humanities"
Solar Energy: Photovoltaic (PV) Energy Conversion,COURSE,4.7,Advanced,1448.0,2.0,Natural Language Processing,"Learn how solar cells generate electricity, and about the semiconductor physics and optics required to design and manufacture solar cells.","The key factor in getting more efficient and cheaper solar energy panels is the advance in the development of photovoltaic cells. In this course you will learn how photovoltaic cells convert solar energy into useable electricity. You will also discover how to tackle potential loss mechanisms in solar cells. By understanding the semiconductor physics and optics involved, you will develop in-depth knowledge of how a photovoltaic cell works under different conditions. You will learn how to model all aspects of a working solar cell. For engineers and scientists working in the photovoltaic industry, this course is an absolute must to understand the opportunities for solar cell innovation. This course is part of the Solar Energy Engineering MicroMasters Program designed to cover all physics and engineering aspects of photovoltaics: photovoltaic energy conversion, technologies and systems. We recommend that you complete this course prior to taking the other courses in this MicroMasters program.Audit learners can develop their skills and knowledge in relation to the above learning objectives by having access to the video lectures, a limited number of practice exercises and discussion forums. Verified learners are offered a number of study tools to demonstrate they have mastered the learning objectives. They will have access to all exercises: practice, graded and exam questions. Engineering"
Information Technology Foundations,SPECIALIZATION,4.65,Beginner,16000.0,2.0,Databases & SQL,"Information Technology Foundations examines IT as a discipline and its various roles and functions. The course covers IT disciplines including systems and services, network and security, scripting and programming, data management, and the business of IT. The course also surveys technologies within these disciplines.","Information technology (IT) can be viewed as a system, a combination of independent parts all working together to accomplish a certain goal. Systems are everywhere. For example, the respiratory, circulatory, nervous, and other subsystems of the body work together towards the common goal of keeping humans alive. IT is similar in that it consists of various subsystems all working towards a common goal. Information Technology Foundations will examine how the system called IT helps an organization advance its business goals and vision, resulting in improved growth, profits, and productivity. The course will explore the different components of IT and how they work together as a system to support the different aspects of an organization. Specifically, the course will explore different categories of software such as operating systems, programming, and databases. The hardware components that will be examined are the structure of computers and their peripherals. The role of people will be an important focus of the course, describing which roles are necessary for the IT system to function efficiently and effectively. This focus includes the various administrative roles, the methodologies used by people tasked with developing new systems, and the ethical issues that must be considered by individuals involved with IT. In IT, as with many other systems, the independent parts must be integrated together to reach the common goal. This integration is accomplished by networking, which encompasses the core components of hardware, software, and users. IT supports and improves many aspects of an organization, including communication (both internal and external), resource sharing, cross-department integration, information management, security of organization and employee information, and organization adherence to ethical practices. Computer Science"
Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,COURSE,4.6,Intermediate,16000.0,2.0,Project Management,This course is part of a Professional Certificate,"In our interconnected and complex world, leaders are faced with both internal and external stakeholders. Problems have to be solved within complex networks of stakeholders, each with their own dynamics, interests, perspectives and power. As leaders, engineers have clear advantages: they are analytical, technically skilled, project-based, good with numbers and well-used to problem-solving. However, engineers cannot rely on this skillset alone when exercising leadership in today’s world.Upon completion of this course you will be introduced to an influencing mindset and toolkit, in order to use a set of cohesive strategies for dealing with stakeholders – both cooperative and non-cooperative stakeholders.  Business & Management"
Instructional Design and Technology: Learning Theories,COURSE,4.7,Intermediate,1448.0,2.0,Teaching & Education,Explore emerging learning theories and interactive technologies to create engaging experiences for today’s connected students.,"Technology, digital media and mobile access have changed how people learn. Today’s students want to be engaged and self-directed with digital content, available anytime, anywhere. This is a challenge for instructional designers as they create online learning experiences.As an instructional designer, it’s critical to understand emerging learning theories including Bloom’s taxonomy and constructivism and how they relate to the way people learn in our digitally connected world. This course, which is part of the Instructional Design and Technology MicroMasters Program, explores the evolution of learning theories from traditional Socratic methods to emerging learning sciences. Additionally, you will explore curriculum design models using performance-based assessments to create effective and engaging learning experiences.After a solid foundation of how people learn today, you will explore technology’s role in supporting and enhancing the teaching and learning process.Previous background in teaching or professional development is a plus, but not required. Join us and launch your career as an instructional designer. This course is part of the Instructional Design and Technology MicroMaster’s program from UMGC. Upon completion of the program and receipt of the verified MicroMaster’s certificate, learners may then transition into the full UMGC Master’s Program in Learning Design and Technology. See the MicroMasters program page for more information. Education & Teacher Training"
"Algorithms: Design and Analysis, Part 2",COURSE,4.7,Intermediate,68000.0,2.0,Software Engineering,"Welcome to the self paced course, Algorithms: Design and Analysis, Part 2! Algorithms are the heart of computer science, and the subject has countless practical applications as well as intellectual depth. This course is an introduction to algorithms for learners with at least a little programming experience.","Welcome to the self paced course, Algorithms: Design and Analysis, Part 2! Algorithms are the heart of computer science, and the subject has countless practical applications as well as intellectual depth. This course is an introduction to algorithms for learners with at least a little programming experience. The course is rigorous but emphasizes the big picture and conceptual understanding over low-level implementation and mathematical details. After completing this course, you will have a greater mastery of algorithms than almost anyone without a graduate degree in the subject.Specific topics in Part 2 include: greedy algorithms (scheduling, minimum spanning trees, clustering, Huffman codes), dynamic programming (knapsack, sequence alignment, optimal search trees, shortest paths), NP-completeness and what it means for the algorithm designer, analysis of heuristics, local search.Learners will practice and master the fundamentals of algorithms through several types of assessments. There are 6 multiple-choice problem sets to test your understanding of the most important concepts. There are also 6 programming assignments, where you implement one of the algorithms covered in lecture in a programming language of your choosing. The course concludes with a multiple-choice final.There are no assignment due dates and you can work through the course materials and assignments at your own pace. Computer Science"
The Math of Data Science: Linear Algebra,COURSE,4.65,Intermediate,40500.0,2.0,Data Science,"This course is an introduction to linear algebra. You will discover the basic objects of linear algebra – how to compute with them, how they fit together theoretically, and how they can be used to solve real problems.","Linear algebra is at the core of all of modern mathematics, and is used everywhere from statistics and data science, to economics, physics and electrical engineering. However, learning the subject is not principally about acquiring computational ability, but is more a matter of fluency in its language and theory.In this course, we will start with systems of linear equations, and connect them to vectors and vector spaces, matrices, and linear transformations. We will be emphasizing the vocabulary throughout, so that students become comfortable working with the different aspects.We will then introduce matrix and vector operations such as matrix multiplication and inverses, paying particular attention to their underlying purposes. Students will learn not just how to calculate them, but also why they work the way that they do.We willdiscuss the key concepts of basis and dimension, which form the foundation for many of the more advanced concepts of linear algebra.The last chapter concerns inner products, which allow us to use linear algebra for approximating solutions; we will see how this allows for applications ranging from statistics and linear regression to digital audio.The relationships between linear equations, matrices, and linear transformations; the principles of vector and matrix operations; the significance of basis and dimension of a vector space; the applications of inner products and orthogonality. Math"
The Hardware of a Quantum Computer,COURSE,4.7,Intermediate,1448.0,2.0,Financial Analysis,"Learn how a quantum computer could be physically build, and how it could be controlled.","There is no doubt that the quantum computer and the quantum internet have many profound applications, they may change the way we think about information, and they could completely change our daily life.The aim of this course is to help you get up to speed with current progress in the transition to a quantum information era. After an initial review of some of the basic concepts and operating principles of the quantum computer and quantum internet (e.g. the ket notation and quantum bits, the qubits), the course will feature an extensive discussion on some of the different ways qubits can be built. Then, we will discuss the four types of qubits that QuTech focuses on: topological qubits, spin qubits, trans qubits and NV center qubits. The course is a journey of discovery, so we encourage you to bring your own experiences, insights and thoughts via the forum! This course is authored by experts from the QuTech research center at Delft University of Technology. In the center, scientists and engineers work together to enhance research and development in quantum technology. QuTech Academy’s aim is to inspire, share and disseminate knowledge about the latest developments in quantum technology. Physics"
Leadership focused on Human Flourishing,COURSE,4.6,Intermediate,16000.0,2.0,Project Management,"It describes the elements of the Leadership model oriented towards human flourishing, in order to develop leaders who achieve better results.","It describes the elements of the Leadership model oriented towards human flourishing, in order to develop leaders who achieve better results.We are facing a world leadership crisis, due to (among other factors) the volatile, uncertain, complex, and ambiguous context we are living in.The world needs self-aware leaders who are also aware of their environment, immersed in a permanent learning process, who are committed, resilient, with a positive vision of the present and the future, who find meaning in their life mission, and who flourish by contributing to the flourishing of others.This course will bring the necessary tools to develop a human-flourishing-oriented-leadership.Identify opportunities for personal improvement within the five elements of the Leadership Focused on Human Flourishing model.Develop the skills that will allow you to achieve and optimize results at work.Understand the relationship between happiness, leadership, and flourishing. Business & Management"
Automata Theory,SPECIALIZATION,4.2,Advanced,6200.0,2.0,Other,"This course covers the theory of automata and languages. We begin with a study of finite automata and the languages they can define (the so-called ""regular languages."" Topics include deterministic and nondeterministic automata, regular expressions, and the equivalence of these language-defining mechanisms.","We begin with a study of finite automata and the languages they can define (the so-called ""regular languages."" Topics include deterministic and nondeterministic automata, regular expressions, and the equivalence of these language-defining mechanisms. We also look at closure properties of the regular languages, e.g., the fact that the union of two regular languages is also a regular language. We consider decision properties of regular languages, e.g., the fact that there is an algorithm to tell whether or not the language defined by two finite automata are the same language. Finally, we see the pumping lemma for regular languages -- a way of proving that certain languages are not regular languages.Our second topic is context-free grammars and their languages. We learn about parse trees and follow a pattern similar to that for finite automata: closure properties, decision properties, and a pumping lemma for context-free languages. We also introduce the pushdown automaton, whose nondeterministic version is equivalent in language-defining power to context-free grammars.Next, we introduce the Turing machine, a kind of automaton that can define all the languages that can reasonably be said to be definable by any sort of computing device (the so-called ""recursively enumerable languages""). We shall learn how ""problems"" (mathematical questions) can be expressed as languages. That lets us define problems to be ""decidable"" if their language can be defined by a Turing machine and ""undecidable"" if not. We shall see some basic undecidable problems, for example, it is undecidable whether the intersection of two context-free languages is empty.Last, we look at the theory of intractable problems. These are problems that, while they are decidable, have almost certainly no algorithm that runs in time less than some exponential function of the size of their input. We meet the NP-complete problems, a large class of intractable problems. This class includes many of the hard combinatorial problems that have been assumed for decades or even centuries to require exponential time, and we learn that either none or all of these problems have polynomial-time algorithms. A common example of an NP-complete problem is SAT, the question of whether a Boolean expression has a truth-assignment to its variables that makes the expression itself true. Computer Science"
Foundations of Central Bank Law,COURSE,4.7,Intermediate,33000.0,2.0,Other,"This online course, presented by the IMF Institute and the IMF Legal Department, introduces participants to the foundations of central bank law. The course covers the legal issues that are necessary to support sound and effective central banks. It addresses the legal underpinnings of the mandate, decision-making structures, autonomy, accountability, transparency, and operations of central banks. This course combines theoretical components with practical exercises on how to analyze and design central bank legal frameworks.","This IMFx course is designed to strengthen participants' understanding of the foundational legal aspects of central bank laws. The course combines conceptual introductions with practical cross-country legislative examples. The course will enhance participants’ capabilities to look critically at the central bank law of their own country and, where appropriate, formulate avenues to improve it.Presented by the IMF Legal Department’s central bank team, which provides advice to member countries on their central bank laws, the course provides a practitioner's view to central bank laws. The nine modules of the course cover the (1) legal establishment, nature, and ownership of central banks, (2) central bank mandates, (3) decision-making structures of central banks, (4) autonomy, accountability, and transparency of central banks, (5) monetary and exchange rate policy, (6) lender of last resort and other crisis management functions, (7) macroprudential oversight, (8) the banker to the state, (9) currency and payment systems.Participants explore these topics through video lectures, relevant readings, and testimonies from senior policy-makers. During the lectures, presenters will use examples from countries at different stages of economic development.Throughout the course, you will have the opportunity to engage with fellow participants from around the world, and with course staff through the discussion forum. Assessments in each course module will test your understanding of key concepts, allowing you to track the progress of your understanding. A post course test brings together the different facets of the course to give a holistic approach as to how the foundational legal aspects of a central should be shaped.This course is offered by the IMF, with financial support from the Government of Japan.• Identify the key legal issues that generally need to be covered in central bank legislation, and how international good practices address those issues.
• Interpret and advise on the application of key legal issues and international good practices in domestic legislation.
• Analyze and assess domestic central bank legislation against international good practices.
• Develop and formulate recommendations on how to modify central bank legislation through law reform to align it to international good practices.
• Explain to stakeholders proposed amendments to central bank legislation and defend those proposals in discussions and consultation procedures with stakeholders. Law"
C Programming: Modular Programming and Memory Management,COURSE,4.7,Beginner,34000.0,2.0,Software Engineering,Enhance your coding skills along your path to becoming a proficient C programmer with the essential concepts of functions and pointers. Receive instant feedback on your code right within your browser.,"In this course, part of the C Programming with Linux Professional Certificate program, you will be introduced to the concept of modular programming: that is, dividing up more complex tasks into manageable pieces. Within moments you will be coding hands-on in a new browser tool developed for this course, receiving instant feedback on your code. No need to install anything! You will learn how to write your own functions (just like functions in mathematics for example). You will also gain insight into a computer's architecture and learn how its memory is organized. Given the vast amount of memory computers have these days, how does your program remember where a certain variable is stored? This brings about the important topic of how memory is efficiently addressed inside a computer, and with it, the topic of pointers. Pointers are often considered the most difficult part and main struggle for C program developers. We will introduce you to this central topic with our novel and innovative visualization tools and show you precisely how pointers work. No need to struggle! The programming concepts you will gain in this course are foundational to any programming language. By the end of this short course, you willhave reached the third milestonein the C Programming with Linux Professional Certificate program, unlocking the door to a career in computer engineering. This course has received financial support from the Patrick & Lina Drahi Foundation. Computer Science"
Entrepreneurship 102: What can you do for your customer?,COURSE,4.7,Beginner,56500.0,2.0,Project Management,Learn and apply the process of entrepreneurial product design.,"Successful entrepreneurship ultimately comes down to three questions:The course series Entrepreneurship 101, 102, and 103 addresses these questions one by one.Entrepreneurship 102 is for you if you are creating a product or service, especially in an entrepreneurial setting. You face resource scarcity, but strive to iterate quickly through reliable insights. We’ll teach you how to do that.Our approach to product design will be holistic. We’ll teach you to translate user needs into product priorities and product priorities into experience design. We’ll base your learning process on case studies of MIT entrepreneurs.This course is particularly useful for:Entrepreneurship 102 is equally valuable for educators, who teach and coach entrepreneurs. In addition, the course is relevant for policymakers who work to energize the innovation ecosystems in their regions.If you can, take Entrepreneurship 102 as a team. The course will give you a common framework to make decisions, laying the foundation for your long-term success. Give you best to this course. In return, you will gain the confidence that you too can design great products. And that’s priceless.This course is a pre-requisite to an attend an MIT Bootcamp.The course is taught by Bill Aulet, Managing Director of the Martin Trust Center for MIT Entrepreneurship and Erdin Beshimov, Senior Director of MIT BootCampus.Learning goals: Business & Management"
Introduction to Marketing,COURSE,4.7,Beginner,56500.0,2.0,AR & VR Development,An introduction to the role of marketing in a competitive marketplace.,"Do you want to learn how successful businesses use marketing to increase revenue, share and profitability?In an increasingly competitive market, marketing skills are vital to help organizations stand out, win customers, build loyalty and sustain long term impact and returns.This Introduction to Marketing course will help you understand the role of marketing and introduce you to the latest tools to help create value and competitive advantage. We explore how new businesses can achieve impact through marketing, providing you with unique insight to apply within your own business.Learn how to build a compelling value proposition, establish presence in a market, and compete effectively against rivals. Learn how marketers use segmentation, targeting, positioning, branding, design, pricing, communication channels to win against competitors, attract customers and build brand loyalty.Using real businesses as case studies, you will learn how companies such as Skyscanner, Vegware and Social Bite utilise marketing to build their brand, reach new customers and futureproof their businesses.Through this course, you will develop a set of practical skills to set an enterprise apart.No previous knowledge of marketing is needed. All you need is an open-mind and the ability to think creatively. This is the first of two courses that form the Professional Certificate in Digital Marketing Fundamentals. Upon completion of this course, you will be well positioned to learn about digital marketing. Business & Management"
Origins of the Human Mind,COURSE,4.7,Beginner,36000.0,2.0,Other,"Learn about the evolutionary origins of the human mind by comparing our cognitive features to chimpanzees, our closest living relative.","The human mind is an evolutionary product, just like the body. However, the mind does not remain in fossil form like bones and teeth. Therefore, to better study and understand our minds their evolutionary origins we need to compare our cognitive features with those of different living primates. This approach is called ""Comparative Cognitive Science (CCS)"". CCS is a unique combination of Psychology and Primatology. CCS tries to give answers to the fundamental questions such as ""what is uniquely human?"", ""where did it come from?”, ""how did we get here?”, and ""where do we go?"" This intensive course focuses on chimpanzees, the closest relatives of humans.This course covers selected areas of current research on CCS. We focus on behavioral studies of nonhuman animals, especially chimpanzees. Since the chimpanzee and the human share the latest common ancestor, only about five million years ago, this great ape provides the key to understanding our nature. Science"
Clinical Reasoning Process,COURSE,4.8,Beginner,27000.0,2.0,Healthcare & Medicine,"The course introduces the clinical reasoning process as it is used by clinicians from different health disciplines: medicine, dentistry, nursing, veterinary medicine, and pharmacy. The course offers a step-by-step description and explanation of the process, illustrated with clinical examples. This course is of interest to both students and health professionals as they hone their knowledge and clinical reasoning skills.","The course introduces the clinical reasoning process as it is used by clinicians from different health disciplines: medicine, dentistry, nursing, veterinary medicine, and pharmacy. The course offers a step-by-step description and explanation of the process, illustrated with clinical examples. This course is of interest to both students and health professionals as they hone their knowledge and clinical reasoning skills.The clinical reasoning process was analyzed and modeled by six clinicians from the Faculty of Medicine at Université de Montréal together with a cognitive specialist. The result of this research was a model that was first published in the journal Medical Education in April 2012(1). The research itself forms the cornerstone of the course.(1) Source : Charlin, B., Lubarsky, S., Millette, B., Crevier, F., Audétat, M.-C., Charbonneau, A., Caire Fon, N., Hoff, L. and Bourdy, C. (2012), Clinical reasoning processes: unravelling complexity through graphical representation. Medical Education, 46: 454–463. doi: 10.1111/j.1365-2923.2012.04242.xThis online course is designed to simplify a complex cognitive process in order to help learners understand and apply it and help educators support them.Our course consists of seven modulesGood luck in the courseThe MOOC-Clinical Reasoning Process teaching team Medicine"
